CARD_ID,total_spend,total_transaction_count,average_transaction_size
c_1y7t1q8qdj3vh,-504.0,1,-504.0
c_1y7t5wnb85sgn,-165.2599983215332,2,-82.6299991607666
c_1y7urndn7gx86,-4763.2199630737305,29,-164.24896424392173
c_1y7vz3faq8ohf,-5574.859924316406,11,-506.8054476651278
c_1y7xja6sln06k,-1677.260025024414,7,-239.60857500348772
c_1y82bu0nm2tiu,-107.19999694824219,1,-107.19999694824219
c_1y85fob43lx2u,-249.05999755859375,2,-124.52999877929688
c_1y88bygtbo3nh,-2649.949951171875,1,-2649.949951171875
c_1y89b7g7yvd18,-247.12000274658203,3,-82.37333424886067
c_1y8a0gslhg6k6,-2531.299949645996,15,-168.75332997639973
c_1y8ad6wisqjcz,-10.0,2,-5.0
c_1y8ews097sv2x,-1211.0,1,-1211.0
c_1y8igwmqpimkz,-415.0,3,-138.33333333333334
c_1y8ka1v51en6n,-850.0,1,-850.0
c_1y8mqsjwxsctk,-2266.949951171875,4,-566.7374877929688
c_1y8tpbw7d749x,-832.8700199127197,3,-277.62333997090656
c_1y97fpfwty06o,-570.5999984741211,5,-114.11999969482422
c_1y9au6jdnshl9,-7232.699951171875,30,-241.08999837239583
c_1y9avcvue3r3j,-9.979999542236328,2,-4.989999771118164
c_1y9b9hgivr0hf,-3543.0,3,-1181.0
c_1y9dby4zdp27v,-4196.020044803619,29,-144.6903463725386
c_1y9gy4spa7tw1,-604.7000122070312,1,-604.7000122070312
c_1y9gzhu2seim3,-3267.9700927734375,6,-544.6616821289062
c_1y9yr3eyce6y3,-1243.25,2,-621.625
c_1ya0m938vkjki,-1290.4500122070312,2,-645.2250061035156
c_1ya3u22q8com5,-7024.4799728393555,19,-369.7094722547029
c_1ya40h8dc4tfu,-181.6800012588501,2,-90.84000062942505
c_1yaddbphf4qf,-343.4200134277344,2,-171.7100067138672
c_1yaewkpjfhlqc,-699.97998046875,1,-699.97998046875
c_1yafqd3xiw3w7,-1499.3799896240234,8,-187.42249870300293
c_1yahepfns6829,-6786.729999542236,33,-205.65848483461323
c_1yajonsltdk2w,-1915.6800537109375,5,-383.1360107421875
c_1yajwykm4c0ul,-1194.1600036621094,3,-398.05333455403644
c_1yak95008po64,-3032.3499298095703,8,-379.0437412261963
c_1yalo1pl0lwfs,-1587.760009765625,1,-1587.760009765625
c_1yam6dx6g81zh,-820.5999755859375,1,-820.5999755859375
c_1yanz3r86cuck,-639.7599945068359,3,-213.25333150227866
c_1yapuggpb45h8,-4.639999866485596,1,-4.639999866485596
c_1yar48spbcu0j,-1221.2000122070312,4,-305.3000030517578
c_1yarvaxsacrh6,-645.0,1,-645.0
c_1yavzy68lmrgj,-297.3299865722656,1,-297.3299865722656
c_1yb4vvb2nr4bu,-2508.7799911499023,8,-313.5974988937378
c_1yb7hnpov9ib1,-478.3999938964844,1,-478.3999938964844
c_1ybeu4jdtll58,-28683.0,20,-1434.15
c_1ybfekd36grs9,-221.25,2,-110.625
c_1ybgxih2u9b3z,-2674.8798828125,1,-2674.8798828125
c_1ybiok535h8kw,-450.0,1,-450.0
c_1ybnwhudj2o4h,-207.0,1,-207.0
c_1ybtxvw10j1pr,-2877.0,2,-1438.5
c_1ybxvrn6kq328,-77.75,1,-77.75
c_1ybxy19uxx5eh,-5893.610000610352,11,-535.7827273282138
c_1yby8ttvp3nis,-359.0,1,-359.0
c_1ybyq582j0er0,-5857.339996337891,10,-585.733999633789
c_1yc06hu27dzpq,-48.90999984741211,1,-48.90999984741211
c_1yc27exnfgmjz,-1739.7799911499023,5,-347.9559982299805
c_1yc2z73368a77,-1512.5,2,-756.25
c_1yc3b9ulzgwks,-392.79998779296875,1,-392.79998779296875
c_1yc7txjvqulzt,-299.0,2,-149.5
c_1yce9ytphsj2m,-6.960000038146973,1,-6.960000038146973
c_1ychtsoe608uu,-1980.800048828125,1,-1980.800048828125
c_1ycl0twuwm1o6,-575.0,2,-287.5
c_1ycntktvl9aen,-694.97998046875,1,-694.97998046875
c_1ycocjxs892k2,-4689.250030517578,6,-781.5416717529297
c_1ycumipsuz4p3,-763.6799926757812,1,-763.6799926757812
c_1ycyr1oca3kdg,-4026.5799865722656,9,-447.3977762858073
c_1yd13qyym1pjf,-164.0999984741211,2,-82.04999923706055
c_1yd1fiyxgqbz3,-1399.949951171875,2,-699.9749755859375
c_1yd21d013syqc,-33086.809814453125,8,-4135.851226806641
c_1yd63jsi0a6kt,-564.4500122070312,1,-564.4500122070312
c_1yd99hwwenhaa,-100.0,1,-100.0
c_1yd9gi3e65mms,-1218.9600067138672,9,-135.44000074598523
c_1ydaxttj3jxb4,-280.74999237060547,2,-140.37499618530273
c_1yddlunha581k,-1253.0400390625,1,-1253.0400390625
c_1ydgjl40ts9jj,-730.7400207519531,2,-365.37001037597656
c_1ydm28rw07p4s,-7351.900035858154,39,-188.51025732969626
c_1ydmd79r76f15,-13037.070007324219,80,-162.96337509155273
c_1ydmdkiuzht4i,-100.0,1,-100.0
c_1ydnken2i9j4m,-3523.699951171875,3,-1174.566650390625
c_1ydo7gsq8b930,-1399.949951171875,2,-699.9749755859375
c_1ydran8g12jta,-3679.8799896240234,12,-306.65666580200195
c_1ydvyrakq66xc,-289.0,1,-289.0
c_1ye02ip0g1n2r,-20.5,1,-20.5
c_1ye87lc1xgcsr,-519.0,1,-519.0
c_1yeb7ur6lqcsr,-312.3999938964844,1,-312.3999938964844
c_1yeb96sc8vlju,-702.1000061035156,2,-351.0500030517578
c_1yec33uvf690q,-1136.4400177001953,3,-378.81333923339844
c_1yecihbanimy9,-600.0,1,-600.0
c_1yee7g4esoapa,-77.5,1,-77.5
c_1yeiic14pcaxw,-10.0,2,-5.0
c_1yejd1sh0fvvm,-3245.499969482422,9,-360.6111077202691
c_1yejm7a90gbck,-1283.6599884033203,4,-320.9149971008301
c_1yekbw74hgppj,-1604.9100036621094,4,-401.22750091552734
c_1yel6sdhb2qag,-12485.88959300518,6,-2080.9815988341966
c_1yemoatlxrabz,-485.11000061035156,4,-121.27750015258789
c_1yeon0sd0nb6g,-316.6599884033203,2,-158.32999420166016
c_1yeosoax9oxsr,-1450.739990234375,3,-483.5799967447917
c_1yer0du1kspnu,-611.25,1,-611.25
c_1yf4g42hkh74l,-300.0,1,-300.0
c_1yf6pp8umbuk2,-5.0,1,-5.0
c_1yf9lzvq496pd,-191.6999969482422,1,-191.6999969482422
c_1yfcg8mxlo9if,-2415.3499145507812,6,-402.5583190917969
c_1yfefys4mciej,-271.9200134277344,1,-271.9200134277344
c_1yffplt64yzlt,-1359.0,1,-1359.0
c_1yfn1kn2wqltx,-51.5,1,-51.5
c_1yfw3iomke6iw,-500.0,1,-500.0
c_1yfwf0xy6725h,-235.17999267578125,2,-117.58999633789062
c_1yfxht34s8icf,-342.1000061035156,1,-342.1000061035156
c_1yfy8d7anecdr,-1170.5,2,-585.25
c_1yg3atygvnu1w,-3122.139991760254,19,-164.323157461066
c_1yg3kyb760d1q,-2088.239990234375,1,-2088.239990234375
c_1yg504gtnpx9u,-900.1299953460693,8,-112.51624941825867
c_1yge7780x0yqz,-100.0,1,-100.0
c_1ygjd36h0964d,-3050.6000366210938,3,-1016.8666788736979
c_1ygl4001mswvx,-8.100000381469727,1,-8.100000381469727
c_1yglbrfn1bg7z,-218.0,1,-218.0
c_1ygn42rl2gzht,-5.0,1,-5.0
c_1ygqw5socg14d,-475.8999938964844,1,-475.8999938964844
c_1ygu0c5b9o525,-16860.100162506104,47,-358.7255353724703
c_1ygustj6135en,-2999.6699752807617,9,-333.29666392008465
c_1ygvqerz9xdke,-662.5,1,-662.5
c_1ygxabz4nutyw,-1407.0599975585938,9,-156.33999972873264
c_1ygxz9dw03l7g,-1865.5800018310547,9,-207.2866668701172
c_1ygzyacyqbbaq,-469.7799987792969,3,-156.59333292643228
c_1yh1c3apyn3kw,-3443.3199462890625,12,-286.9433288574219
c_1yh1jz1ytuf70,-2251.7000122070312,4,-562.9250030517578
c_1yh4dupfm5zj6,-2541.480010986328,4,-635.370002746582
c_1yh5vfjmke15f,-309.7799987792969,2,-154.88999938964844
c_1yh8akkg7p1u9,-6708.940021514893,35,-191.6840006147112
c_1yhdz2nb12y3v,-1755.0800094604492,8,-219.38500118255615
c_1yhl9o2rnligl,-275.0,1,-275.0
c_1yhlim0vp9e1n,-1100.2000122070312,2,-550.1000061035156
c_1yhn4bzxqj3jo,-15.0,3,-5.0
c_1yhqj3jl4elao,-1369.3999938964844,4,-342.3499984741211
c_1yht7qerw9qem,-219.52000427246094,1,-219.52000427246094
c_1yhwnqezz7kl9,-20.0,4,-5.0
c_1yi2uyvllfbws,-34.04999923706055,1,-34.04999923706055
c_1yi4ttwzgs1u,-1569.020004272461,6,-261.50333404541016
c_1yi72ahkpqnv3,-3172.0,2,-1586.0
c_1yi76xiseqpxe,-32.01999878883362,3,-10.673332929611206
c_1yigqnbqo0gs4,-32.34000015258789,1,-32.34000015258789
c_1yigtcb2h3yrc,-335.8999938964844,1,-335.8999938964844
c_1yiikk72avq8r,-3021.5599975585938,3,-1007.1866658528646
c_1yiwb21i8762t,-23230.360054016113,11,-2111.850914001465
c_1yiwxa5pfbofp,-1.0499999523162842,1,-1.0499999523162842
c_1yiytoep1j49s,-2885.699951171875,2,-1442.8499755859375
c_1yj3rqycx164z,-2699.8799591064453,4,-674.9699897766113
c_1yj69ehc9k7rn,-1574.8300170898438,3,-524.9433390299479
c_1yjav3ouz9ufd,-15886.959917068481,53,-299.7539606994053
c_1yjf4ziysk1kf,-1455.5699768066406,6,-242.5949961344401
c_1yjg6n3jayd62,-77.5,1,-77.5
c_1yjhjkfevaqe6,-2307.4699935913086,6,-384.5783322652181
c_1yjjgdpvd4r9e,-10.0,2,-5.0
c_1yjnabfvlf5fb,-968.7000122070312,1,-968.7000122070312
c_1yjnc7a99l98w,-1994.0500183105469,2,-997.0250091552734
c_1yjps6az6rezf,-216.5,1,-216.5
c_1yjsryddk9zvm,-182.5,1,-182.5
c_1yjuln4861bvm,-306.7300109863281,1,-306.7300109863281
c_1yjvdy3mqmz1x,-2209.789993286133,15,-147.3193328857422
c_1yjvvt2mgxt8g,-83.41000366210938,1,-83.41000366210938
c_1yjz41sl0np16,-3681.1800079345703,9,-409.0200008816189
c_1yjz7pjol31e1,-922.5999984741211,9,-102.51111094156902
c_1yjzvlh7oumnk,-20.0,4,-5.0
c_1yk3f7vycq6r,-1260.740005493164,13,-96.98000042255109
c_1yk456zsap00j,-4730.179992675781,22,-215.00818148526278
c_1ykbhndz60sq7,-1060.0,1,-1060.0
c_1ykbkz4lrdf00,-2480.0,1,-2480.0
c_1ykmntgae3qwa,-1288.259994506836,7,-184.03714207240515
c_1yknk14zhtkak,-319.95001220703125,1,-319.95001220703125
c_1yko7bnjtm5b5,-2606.3499908447266,13,-200.48846083420975
c_1ykppc9cwyw61,-478.3999938964844,1,-478.3999938964844
c_1ykyvn6c4i0xf,-1528.3099670410156,3,-509.43665568033856
c_1yl3z2sglextu,-34.04999923706055,1,-34.04999923706055
c_1ylb4wuil3gy5,-67.72000122070312,2,-33.86000061035156
c_1yld603gmrh4m,-707.7799949645996,4,-176.9449987411499
c_1yldcwktbehqv,-2258.9299926757812,5,-451.78599853515624
c_1yldswtadfjhx,-848.8699951171875,2,-424.43499755859375
c_1ylhvl98hfmbo,-5.0,1,-5.0
c_1yll1398zo964,-527.2999877929688,1,-527.2999877929688
c_1yllqir7ktq64,-100.0,1,-100.0
c_1ylm8bk7fwl85,-5.360000133514404,1,-5.360000133514404
c_1ylmbsy926ukq,-402.0,1,-402.0
c_1ylmw3y4g6osb,-22.200000762939453,1,-22.200000762939453
c_1ylobyr6vus00,-14202.469848632812,14,-1014.4621320452009
c_1ylqc4jkaqv5n,-307.44000244140625,1,-307.44000244140625
c_1ylqstxnjjs0b,-2649.949951171875,3,-883.316650390625
c_1ylxpioj7kxm4,-254.0800018310547,1,-254.0800018310547
c_1ym29m898qf8d,-2760.169937133789,5,-552.0339874267578
c_1ym49fa0dufnh,-1220.0,2,-610.0
c_1ym4xi0ucql4k,-115.30000305175781,1,-115.30000305175781
c_1ym5otnksad33,-306.0,1,-306.0
c_1ym5st2o1qpki,-3794.0000915527344,2,-1897.0000457763672
c_1ym60okctirns,-282.0800018310547,2,-141.04000091552734
c_1ymb9jj17y1n2,-437.70001220703125,1,-437.70001220703125
c_1ymd64v2wyf5m,-5971.770001411438,38,-157.15184214240625
c_1ymeffeqr0lug,-224.10000610351562,1,-224.10000610351562
c_1ymei93sy6bfq,-428.79998779296875,1,-428.79998779296875
c_1ymf775umyimu,-2553.60009765625,1,-2553.60009765625
c_1ymfkjncolm5e,-9645.010078430176,50,-192.9002015686035
c_1ymgd76uvot62,-1399.949951171875,1,-1399.949951171875
c_1ymhvx0dck4tx,-889.5999755859375,2,-444.79998779296875
c_1ymifcb0if3vs,-519.9900016784668,6,-86.66500027974446
c_1ymjqw8of67no,-2858.5499877929688,8,-357.3187484741211
c_1ymm4fltl6sgf,-4829.8199462890625,5,-965.9639892578125
c_1ymoe52h4i7s2,-2040.0,1,-2040.0
c_1ymoqfwln3es,-584.7000122070312,1,-584.7000122070312
c_1ymrqw8e0rwul,-417.29999923706055,4,-104.32499980926514
c_1ymt7cditqy6b,-1590.0,1,-1590.0
c_1ymvpomvpoa5q,-20.5,1,-20.5
c_1ymw9wnz4v64c,-2796.3300018310547,3,-932.1100006103516
c_1ymwtqfroh94q,-2561.8799896240234,8,-320.23499870300293
c_1ymynzpoporte,-259.9800109863281,1,-259.9800109863281
c_1yn1m19tkcz3b,-336.0,2,-168.0
c_1yn6nysv4sfsv,-45.0,1,-45.0
c_1yn6rwxsz1o7o,-9635.210006713867,15,-642.3473337809245
c_1yn9f1jgi5y0v,-2422.9700317382812,4,-605.7425079345703
c_1yndn6u6xrw9l,-2626.579963684082,12,-218.88166364034018
c_1ynfjhm2b7wi9,-1820.3500289916992,8,-227.5437536239624
c_1yngm4kyx4kyz,-819.5999755859375,2,-409.79998779296875
c_1yni2lwbpo94x,-111.0,6,-18.5
c_1yniggnz13yiv,-2127.360008239746,8,-265.92000102996826
c_1ynjagat7ijuv,-316.0,1,-316.0
c_1ynkd8sbjxw0p,-619.9899997711182,3,-206.6633332570394
c_1yntctithaywu,-332.5,1,-332.5
c_1ynup2jkdrics,-2919.0,2,-1459.5
c_1ynwbxa91u6oq,-34.04999923706055,1,-34.04999923706055
c_1ynxxxrg94amm,-40.0,8,-5.0
c_1yo3bomz4ez26,-3180.0,2,-1590.0
c_1yo91pqx17lmq,-487.1000061035156,1,-487.1000061035156
c_1yoai46rfn7p3,-259.9800109863281,1,-259.9800109863281
c_1yocwat4ii0z2,-1635.699951171875,1,-1635.699951171875
c_1yopatpldqn62,-7509.76008605957,10,-750.9760086059571
c_1yoq0q8kr6qdi,-1108.8700103759766,4,-277.21750259399414
c_1yor9mbl0uosa,-424.32000732421875,2,-212.16000366210938
c_1yorx83uyx76g,-22317.01002883911,111,-201.05414440395595
c_1youajnhz401x,-5940.6400146484375,12,-495.05333455403644
c_1yox7aqterfkj,-8.739999771118164,1,-8.739999771118164
c_1yoxa444iuvuv,-103.0999984741211,1,-103.0999984741211
c_1yp3rb2rev8pv,-1215.2000122070312,4,-303.8000030517578
c_1yp59htgdf182,-312.1600036621094,2,-156.0800018310547
c_1yp6llifhn9ub,-325.510009765625,1,-325.510009765625
c_1yp9yz1c36qg7,-901.9199829101562,1,-901.9199829101562
c_1ypdk775sc18b,-7765.409973144531,47,-165.22148879030917
c_1ypdv2l4fq70w,-100.0,1,-100.0
c_1ypebfwqq3u6x,-535.760009765625,1,-535.760009765625
c_1ypeh26q0xmez,-52094.06001281738,94,-554.1921277959297
c_1ypeoiel4qsax,-3419.870002746582,26,-131.5334616440993
c_1ypii6wlds6pi,-774.3299865722656,6,-129.05499776204428
c_1ypmobqnosjwm,-200.0,1,-200.0
c_1ypnoo46hk8q8,-20313.880041122437,110,-184.6716367374767
c_1ypo22r87a2t9,-3400.0,1,-3400.0
c_1ypoghsisdoaz,-12496.410091400146,53,-235.78132247924805
c_1yppl5bp8zfm8,-20.0,4,-5.0
c_1ypprq1g9897f,-482.0299987792969,1,-482.0299987792969
c_1yprjrz8jlx3d,-100.0,1,-100.0
c_1ypzdbfqomt9y,-603.8499755859375,1,-603.8499755859375
c_1yq1cah0lzu49,-652.5700073242188,1,-652.5700073242188
c_1yq94yilcjrrz,-471.20001220703125,2,-235.60000610351562
c_1yqbbnzdonpi,-12272.120086669922,17,-721.8894168629366
c_1yqdg5swj3z5p,-1498.5400085449219,4,-374.63500213623047
c_1yqe5e76hxlsg,-2494.8999786376953,3,-831.6333262125651
c_1yqew3xusrn6m,-2102.259998321533,3,-700.7533327738444
c_1yqfymm8xvitk,-2146.599998474121,3,-715.533332824707
c_1yqg3vvi4d0kq,-4494.7999267578125,7,-642.114275251116
c_1yqhwip7pfgvm,-3074.4500122070312,6,-512.4083353678385
c_1yqkzi8q0e9km,-10.0,2,-5.0
c_1yqn86o6cidex,-1221.2000122070312,4,-305.3000030517578
c_1yqnuw87qlctu,-1473.93994140625,1,-1473.93994140625
c_1yqopukcetjgs,-1635.5999755859375,5,-327.1199951171875
c_1yqrsbho1lky5,-3659.820011138916,9,-406.646667904324
c_1yqt9qv4ce3ti,-8846.379943847656,15,-589.7586629231771
c_1yqw7iw5fswco,-34.04999923706055,1,-34.04999923706055
c_1yr0470tfkach,-1324.0,2,-662.0
c_1yr2pyhfvg8dy,-216.0,1,-216.0
c_1yr9jklrijlkk,-14596.440048217773,84,-173.76714343116396
c_1yrbulb0v9c69,-4993.329963684082,26,-192.05115244938776
c_1yrfu18jiny7m,-166.82000732421875,1,-166.82000732421875
c_1yrg83fzm5ygl,-1602.0,1,-1602.0
c_1yrgpm71bpxsh,-135.55999755859375,2,-67.77999877929688
c_1yriv75un30bn,-399.1600036621094,1,-399.1600036621094
c_1yryjb18697x,-1400.0,1,-1400.0
c_1ys3o1s2d8tau,-141.64999389648438,1,-141.64999389648438
c_1yse2yhho9kpy,-3188.1600341796875,10,-318.8160034179688
c_1yshdmsjr71yy,-20.0,4,-5.0
c_1ysjdo9ioyk95,-15923.290161132812,20,-796.1645080566407
c_1yskuhuemcv53,-623.5,2,-311.75
c_1yslg60hq3wsj,-2982.779998779297,8,-372.8474998474121
c_1ysw9ly4alqmy,-2560.279983520508,11,-232.75272577459162
c_1yt1qulfx3dxq,-66.69999694824219,1,-66.69999694824219
c_1yt1sn968ab9f,-20.0,4,-5.0
c_1ytctsv71q4tz,-3047.220016479492,29,-105.07655229239629
c_1ytdcr7m0ufvm,-2530.8500061035156,21,-120.51666695731026
c_1ytj3khph0nzh,-119.85000228881836,2,-59.92500114440918
c_1ytn1fyyofxf1,-7507.829940795898,11,-682.5299946178089
c_1ytpjql9b9t9o,-180.0,1,-180.0
c_1ytu58qlf3bry,-1532.5800170898438,11,-139.32545609907672
c_1yu0owuvuqg8j,-1799.97998046875,2,-899.989990234375
c_1yu46rbfakd0e,-1224.6500244140625,4,-306.1625061035156
c_1yu5iocnyy71,-920.7999877929688,1,-920.7999877929688
c_1yu6d0vtf923d,-660.0,2,-330.0
c_1yu6ww0d0yoz,-399.1600036621094,1,-399.1600036621094
c_1yu8sfw8ueivt,-200.0,1,-200.0
c_1yuasd74536io,-2193.9100036621094,6,-365.65166727701825
c_1yum78865wnjc,-522.9299926757812,4,-130.7324981689453
c_1yumzeibxhwuv,-1506.0500030517578,7,-215.1500004359654
c_1yunhgtm2al8m,-416.5899963378906,1,-416.5899963378906
c_1yuoe01p34bm2,-603.8699951171875,1,-603.8699951171875
c_1yurgj3t1s047,-64.0,1,-64.0
c_1yusavjh8zlvl,-12882.489936828613,54,-238.56462845978913
c_1yusdkheisd3t,-693.47998046875,2,-346.739990234375
c_1yutpkdvbktgh,-1225.0,1,-1225.0
c_1yuv9uvv6jner,-3353.3600463867188,10,-335.33600463867185
c_1yuyq5onx5ieb,-1440.0,2,-720.0
c_1yv4ed9yl0z61,-431.6000061035156,1,-431.6000061035156
c_1yv4zm5laq3yi,-76.5999984741211,1,-76.5999984741211
c_1yv5nnogmkubk,-125.4000015258789,1,-125.4000015258789
c_1yvb64uj24g4n,-444.0,1,-444.0
c_1yvdila6q1po5,-467.02001190185547,4,-116.75500297546387
c_1yvp1le8d1c7i,-11750.719924926758,13,-903.9015326866737
c_1yvqoz3rzgaur,-999.9500122070312,1,-999.9500122070312
c_1yvtfxwftu8b8,-118.1500015258789,1,-118.1500015258789
c_1yvtkjb5r1hgh,-11995.999938964844,65,-184.55384521484376
c_1yvtsy2834uuf,-11028.509994506836,59,-186.92389821198026
c_1yvuj0aryxl7,-800.3400268554688,2,-400.1700134277344
c_1yvv1nbqhiuw4,-216.0,2,-108.0
c_1yvvyltgqgsm4,-259.9800109863281,1,-259.9800109863281
c_1yw0qoqof3vxq,-2432.0499725341797,9,-270.22777472601996
c_1yw6ss5eqzsy9,-2280.39990234375,1,-2280.39990234375
c_1yw9u26cz6tkf,-2162.0,5,-432.4
c_1ywc03b4rvhy8,-20.0,4,-5.0
c_1ywieftgb2uob,-477.04000091552734,2,-238.52000045776367
c_1ywlrfxkz4jfv,-44.0,1,-44.0
c_1ywnab2yhqbyd,-254.2300033569336,2,-127.1150016784668
c_1ywo81o9h6mun,-1087.7099914550781,5,-217.54199829101563
c_1yxh32rco3pew,-1977.0,1,-1977.0
c_1yxm45vmmhojl,-21.0,1,-21.0
c_1yxr3lman2w4h,-67249.2900094986,96,-700.5134375989437
c_1yxtpk8oscsy1,-2577.3300000429153,70,-36.81900000061307
c_1yxwc15cxiap0,-11421.670024871826,62,-184.22048427212624
c_1yxwe8cbe2jvm,-1750.0,5,-350.0
c_1yxwhzrh0m9fb,-242.3300018310547,1,-242.3300018310547
c_1yxx8aq3fcovu,-1800.0,1,-1800.0
c_1yxyph1mo740t,-58.84000015258789,1,-58.84000015258789
c_1yy4rkezagzwu,-157.35000610351562,1,-157.35000610351562
c_1yy5hxyu59i12,-843.6499938964844,4,-210.9124984741211
c_1yy9i2nyc4ta6,-33.86000061035156,1,-33.86000061035156
c_1yy9ifj3hp7hw,-212.72000122070312,1,-212.72000122070312
c_1yydnxpaj8uum,-25.0,1,-25.0
c_1yyeiqpr289kt,-40.0,8,-5.0
c_1yyjv7f94xloe,-364.98999786376953,3,-121.66333262125652
c_1yykao7ynhzfb,-1400.8199739456177,8,-175.1024967432022
c_1yykuw7nbie3x,-454.45001220703125,2,-227.22500610351562
c_1yymxeb7gjkwb,-6.960000038146973,1,-6.960000038146973
c_1yypdrladvy5a,-1300.0,1,-1300.0
c_1yyq4ocyky3f8,-15.0,3,-5.0
c_1yyuw6wcnw5mx,-19.959999084472656,4,-4.989999771118164
c_1yyw013lculxy,-840.0,1,-840.0
c_1yzh1eec5kssh,-1144.1600341796875,3,-381.3866780598958
c_1yzna98yme6w3,-11.0,1,-11.0
c_1yzolo6ykhucu,-1104.6999969482422,2,-552.3499984741211
c_1yzs1ims14cpj,-247.8000030517578,1,-247.8000030517578
c_1yzxavnlckcea,-69167.69926834106,18,-3842.6499593522813
c_1yzxxv3x1w6cl,-924.0,1,-924.0
c_1z03ppqipwl7y,-88.1799988746643,6,-14.696666479110718
c_1z04retcaqjju,-2649.949951171875,2,-1324.9749755859375
c_1z062kogpf8e6,-100.0,1,-100.0
c_1z0ktsj2ggd5q,-3166.7200775146484,4,-791.6800193786621
c_1z0lfnzfkq2m2,-950.949990272522,3,-316.98333009084064
c_1z0pol2w6ieai,-493.25,1,-493.25
c_1z0rabfbv3nbh,-1145.6500244140625,2,-572.8250122070312
c_1z0te951fswdg,-763.0,2,-381.5
c_1z0v19px0c9ej,-394.0,2,-197.0
c_1z0vhr3hpligj,-470.5400085449219,2,-235.27000427246094
c_1z0zuwm1qhwa8,-389.689998626709,3,-129.89666620890299
c_1z1c2mb223o0x,-520.2000122070312,1,-520.2000122070312
c_1z1d4115v9b9l,-652.5700073242188,1,-652.5700073242188
c_1z1ep7cxmh9hk,-1537.8000030517578,4,-384.45000076293945
c_1z1gmtlrumduk,-2307.7299938201904,11,-209.7936358018355
c_1z1iyeelk35zm,-626.5999755859375,1,-626.5999755859375
c_1z1j2epk5akns,-1695.719970703125,3,-565.239990234375
c_1z1vx0v45zz2a,-7828.180000305176,21,-372.7704762050084
c_1z200nc59yqma,-1069.7999954223633,5,-213.95999908447266
c_1z24c4ylol5hp,-201.0,1,-201.0
c_1z28u35p1s62d,-2417.89990234375,1,-2417.89990234375
c_1z2bpcretewa3,-11409.29995918274,64,-178.2703118622303
c_1z2c96nef8ld2,-230.5800018310547,3,-76.86000061035156
c_1z2h7gg3588ex,-30.0,6,-5.0
c_1z2ha80zs9gjq,-7416.560043334961,27,-274.68740901240596
c_1z2mzpzgx8meq,-696.0899963378906,3,-232.02999877929688
c_1z2x3uaxwuw4j,-105.0,1,-105.0
c_1z2y90lgnc1lz,-216.0,1,-216.0
c_1z32gthis8fj,-153.05999755859375,1,-153.05999755859375
c_1z390v7l1j48a,-1993.6299896240234,4,-498.40749740600586
c_1z3b6hn66f0tg,-100.0,1,-100.0
c_1z3gk04sy4nya,-76.86000061035156,1,-76.86000061035156
c_1z3pafx2wd0um,-665.8799896240234,3,-221.95999654134116
c_1z3rw2a8rqtmn,-2674.8798828125,1,-2674.8798828125
c_1z3ve187a2ovk,-4446.399963378906,9,-494.044440375434
c_1z40iqp0o9vpp,-850.0,1,-850.0
c_1z43zdyrbqpki,-81.36000061035156,1,-81.36000061035156
c_1z44dvcqpb211,-777.0,1,-777.0
c_1z44tew5er29z,-14683.24997329712,49,-299.65816272034937
c_1z457dhh13kld,-13743.180027008057,87,-157.96758651733398
c_1z45l2owgj5ub,-3337.8500213623047,7,-476.8357173374721
c_1z461ah8jifop,-20247.139907836914,30,-674.9046635945638
c_1z483rrhd1pf1,-506.79998779296875,1,-506.79998779296875
c_1z4gb53xzy7og,-897.8300018310547,3,-299.27666727701825
c_1z4hhxrrah7iz,-9757.45002746582,14,-696.9607162475586
c_1z4itkpcwcnjf,-2702.199981689453,7,-386.02856881277904
c_1z4l299ziztiw,-60.0,2,-30.0
c_1z4maqqyvqom1,-55258.03002166748,265,-208.52086800629237
c_1z4mqkwc26xi9,-244.0,1,-244.0
c_1z4o4f2omf8tv,-2890.890022277832,21,-137.6614296322777
c_1z4roj5k4m0z,-129.10000228881836,2,-64.55000114440918
c_1z4v4ddu0dck9,-1449.9299926757812,2,-724.9649963378906
c_1z4w2d16z7yb7,-653.6000061035156,2,-326.8000030517578
c_1z54m7ehcp5s3,-714.280029296875,1,-714.280029296875
c_1z54uj5uavg3j,-912.0,1,-912.0
c_1z55qidlza0yg,-201.0,1,-201.0
c_1z586cuojd33b,-90280.48000335693,17,-5310.616470785702
c_1z58f7rozldgy,-682.0800170898438,1,-682.0800170898438
c_1z5p3zgi49m06,-2600.0,1,-2600.0
c_1z5ziazb5c5c7,-533.4300022125244,6,-88.90500036875407
c_1z63ma8qoque0,-20.5,1,-20.5
c_1z68aymhabjkg,-535.760009765625,1,-535.760009765625
c_1z68xnavzgmwq,-167.3300018310547,1,-167.3300018310547
c_1z6awh4cg9w00,-822.7499752044678,4,-205.68749380111694
c_1z6bt2pcn0s0r,-96.0,1,-96.0
c_1z6jyjtjc0hwo,-185.5500030517578,1,-185.5500030517578
c_1z6k78d5kjl51,-403.8999938964844,1,-403.8999938964844
c_1z6kqgm3qavx,-1283.9499969482422,5,-256.7899993896484
c_1z72kttzl6j84,-649.6300048828125,2,-324.81500244140625
c_1z732dhjjn1u,-3016.8999633789062,4,-754.2249908447266
c_1z77gd5q2b4m1,-100.0,1,-100.0
c_1z7em4v6s0sq2,-2013.5599822998047,8,-251.6949977874756
